"id","title","component","owner","priority","status","reason","lab","org_unit","program","customer_contact","updated_by","submitted_date","closed_date","acknowledged_date","eta","eta_request","category","cell_id"
"=HYPERLINK(""https://hsdes.intel.com/resource/16013550225"",""16013550225"")","[REMOTE SUPPORT][JSL+]MIR# 1152543 Work Instruction for Remote Debug (BA PDE) : PPV Correlation by manually placing Rejected units,STHI008/PG12 MPE Lab/8","lab.PPV.Cell","awatifbx","2-high","complete","released","PG12 MPE Lab","MPE Labs","JSL","shaikax","awatifbx","=TEXT(""2021-06-07 14:19:35.267"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 15:20:14.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:58:33.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-20 15:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013550085"",""16013550085"")","[REMOTE SUPPORT][JSL+]  MIR# 1152543 Work Instruction for Remote Debug (BA PDE) : PPV Correlation by manually placing Rejected units,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","awatifbx","2-high","complete","released","PG12 MPE Lab","MPE Labs","JSL","shaikax","awatifbx","=TEXT(""2021-06-07 14:06:06.917"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 15:08:26.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 15:01:29.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 22:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013549941"",""16013549941"")","[REMOTE SUPPORT][JSL+]MIR# 1152490:Work Instruction for Remote Debug (BA PDE) : collect MIR from IC room ,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","nkasimx","=TEXT(""2021-06-07 13:51:22.813"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:04:09.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:03:25.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 14:05:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013549853"",""16013549853"")","[REMOTE SUPPORT][JSL+]MIR# 1152490:Work Instruction for Remote Debug (BA PDE) : Collect the MIR,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","binm186x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","binm186x","=TEXT(""2021-06-07 13:39:22.117"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 20:31:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 20:13:41.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 14:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013549691"",""16013549691"")","[REMOTE SUPPORT][JSL+]MIR# 1152489:Work Instruction for Remote Debug (BA PDE) : Collect the MIR ,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","nkasimx","=TEXT(""2021-06-07 13:19:38.593"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:01:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 13:30:08.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 13:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013549566"",""16013549566"")","[REMOTE SUPPORT][JSL+]MIR# 1152489:Work Instruction for Remote Debug (BA PDE) : Manually place units ,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","awatifbx","=TEXT(""2021-06-07 13:00:07.370"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 15:17:54.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 13:35:46.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-21 13:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013549483"",""16013549483"")","[REMOTE SUPPORT][JSL+]MIR# 1152490:Work Instruction for Remote Debug (BA PDE) : Manually place units ,STHI008/PG12 MPE Lab/10","lab.PPV.Remote Support","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","tsoonaik","=TEXT(""2021-06-07 12:49:18.377"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 14:25:03.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:02:25.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-23 13:05:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509287083"",""1509287083"")","[WW24.0D][HANDLER][APPV13]-handler unable to placed passing unit at tray unit due to can't extend indexer of elevator 2.","lab.PPV.Handler","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE Labs","Non Program Specific",,"nkasimx","=TEXT(""2021-06-06 17:54:43.637"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 12:16:50.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 17:55:14.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286797"",""1509286797"")","[WW24.0D][HANDLER][APPV08]-Unable to power up machine","lab.PPV.Handler","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE Labs","EHL",,"nkasimx","=TEXT(""2021-06-06 11:26:55.810"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 13:32:36.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 11:27:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 11:27:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286680"",""1509286680"")","[WW23.6N][SYSTEM DEBUG][MOUNT EVANS] Cell 10 fail 91030000,ACTUATION_ACTUATE_FAILURE","lab.PPV.Cell","awatifbx","2-high","complete","released","PG12 MPE Lab","MPE Labs","MEV",,"nkasimx","=TEXT(""2021-06-06 04:22:01.607"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 13:35:36.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 04:43:03.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-08 04:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286628"",""1509286628"")","[WW23.6N] [HANDLER] [APPV01] handler unable to pickup unit","lab.PPV.Handler","mbin289x","3-medium","complete","released","PG12 MPE Lab","MPE Labs","JSL",,"mbin289x","=TEXT(""2021-06-06 00:32:59.213"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 04:34:30.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:42:45.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-09 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286614"",""1509286614"")","[WW23.6][SYSTEM DEBUG][APPV03] Cell 10  88050003 (EFISTAGE_WAIT_FOR_STAGE_EFI_STAGE),STHI003/PG12 MPE Lab/10","lab.PPV.System Debug","kalbas1x","3-medium","complete",,"PG12 MPE Lab","MPE.PGM.PPV","ADL",,"bint180x","=TEXT(""2021-06-05 23:38:37.920"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 14:19:57.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 23:39:13.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 23:38:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286611"",""1509286611"")","[WW23.6][SYSTEM DEBUG][APPV03] Cell 9 91500000 (DIGITAL_IO_GENERAL_FAILURE),STHI003/PG12 MPE Lab/9","lab.PPV.Cell","kalbas1x","3-medium","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ADL",,"kalbas1x","=TEXT(""2021-06-05 23:36:07.187"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 06:48:00.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 23:36:55.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 23:36:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286608"",""1509286608"")","[WW23.6][SYSTEM DEBUG][APPV 03] Cell 7 88050003 (EFISTAGE_WAIT_FOR_STAGE_EFI_STAGE),STHI003/PG12 MPE Lab/7","lab.PPV.System Debug","kalbas1x","3-medium","complete",,"PG12 MPE Lab","MPE.PGM.PPV","ADL",,"bint180x","=TEXT(""2021-06-05 23:33:19.850"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 14:18:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 23:34:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 23:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286593"",""1509286593"")","[WW23.6 ][REMOTE SUPPORT][APPV 12] Load units to APPV12,APPV12/PG12 MPE Lab/4,5,6,8","lab.PPV.Remote Support","kalbas1x","2-high","complete",,"PG12 MPE Lab","PQV","ATS (Arctic Sound)",,"awatifbx","=TEXT(""2021-06-05 21:59:58.393"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-11 04:23:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 22:03:52.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-19 22:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286581"",""1509286581"")","[WW23.6N][HANDLER][APPV 05] Found 1 unit damage during test 1A.","lab.PPV.Handler","kalbas1x","3-medium","complete","released","PG12 MPE Lab","MPE.PGM.PPV","BDX-DE",,"kalbas1x","=TEXT(""2021-06-05 21:06:05.993"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 02:59:27.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 21:07:12.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 21:06:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286439"",""1509286439"")","[WW23.6D][SYSTEM DEBUG][ICX HCC] Cell 11 QCS trigger,STHI015/PG12 MPE Lab/11","lab.PPV.System Debug","binm175x","2-high","complete",,"PG12 MPE Lab","MPE Labs","ICX",,"cyit","=TEXT(""2021-06-05 16:48:14.807"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-17 13:25:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-11 11:55:51.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286365"",""1509286365"")","[WW23.6D][SYSTEM DEBUG][ICX HCC] Cell 10 Unable to include lot.,STHI015/PG12 MPE Lab/10","lab.PPV.System Debug","binm175x","2-high","complete",,"PG12 MPE Lab","MPE.PGM.PPV","ICX","bint180x","cyit","=TEXT(""2021-06-05 14:14:04.980"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-11 17:42:24.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 18:49:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 14:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286363"",""1509286363"")","[WW23.6D][SYSTEM DEBUG][ICX HCC] Cell 12 QCS trigger,STHI015/PG12 MPE Lab/12","lab.PPV.System Debug","binm175x","2-high","complete",,"PG12 MPE Lab","MPE.PGM.PPV","ICX","bint180x","cyit","=TEXT(""2021-06-05 14:10:37.860"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-11 17:42:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-11 11:53:57.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 17:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286237"",""1509286237"")","[WW23.6D][System Debug][DG2-518] Cell 11,STHI005/PG12 MPE Lab/11","lab.PPV.Cell","binm175x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","DG2","bint180x","binm175x","=TEXT(""2021-06-05 08:47:35.390"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 12:08:29.000"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-06-07 12:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509286194"",""1509286194"")","[WW23.5N][HANDLER][APPV 15] Found 2 unit damage after test 1A.","lab.PPV.Handler","kalbas1x","3-medium","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ICX-D",,"sbin129x","=TEXT(""2021-06-05 06:19:21.333"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-15 08:20:19.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 06:20:33.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-07 06:29:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013546060"",""16013546060"")","[REMOTE SUPPORT][WW23.5][GLK][APPV#13B] cell6: Connect SSD to Motherboard,STHI010/PG12 MPE Lab/5,6","lab.PPV.Remote Support","mbin289x","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","rgirijax","nkasimx","=TEXT(""2021-06-04 21:53:19.543"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-21 08:34:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 21:58:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 21:53:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16013545649"",""16013545649"")","[WW23.5][REMOTE SUPPORT] [JSL+]  Receive MIR# 1148556 from IC","lab.PPV.MIR","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE Labs","JSL","prabhudu","mbi967x","=TEXT(""2021-06-04 20:32:37.967"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 21:08:54.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 20:51:35.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 20:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013545622"",""16013545622"")","[WW23.5][REMOTE SUPPORT] [JSL+]  Work Instruction for Remote Debug (BA PDE) :MIR# 1148556 - Good PRQ units   - JSL: Manually place PRQ fused units,STHI008/PG12 MPE Lab/9,STHI001/PG12 MPE Lab/10,APPV01/PG12 MPE Lab/9,10,12,APPV01/PG12 MPE Lab/9,10,12,11","lab.PPV.Remote Support","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE Labs","JSL","prabhudu","mbin289x","=TEXT(""2021-06-04 20:20:41.763"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-19 03:39:21.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 20:50:24.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 20:25:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509285475"",""1509285475"")","[WW23.5D[REMOTE SUPPORT] [APPV09] Help to Continue Run Looping for cell 10 and 12","lab.PPV.Loops","mbin289x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"binm175x","=TEXT(""2021-06-04 17:59:25.960"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 15:43:20.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:30:48.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509285459"",""1509285459"")","[REMOTE SUPPORT][ICX] - Help to return unit to IC room","lab.PPV.MIR","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","ICX-D","yftan","bint180x","=TEXT(""2021-06-04 17:57:22.487"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:34:13.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:34:07.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509285402"",""1509285402"")","[WW23.5][REMOTE SUPPORT][MEV] CELL RELEASE,APPV13/PG12 MPE Lab/8","lab.PPV.Remote Support","bint180x","3-medium","complete","released","PG12 MPE Lab","MPE Labs","MEV","mmahanif","awatifbx","=TEXT(""2021-06-04 17:51:19.487"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 23:20:49.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:41:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013544523"",""16013544523"")","[REMOTE SUPPORT][WW23.5][JSL+] Place units accordingly MIR # 1146841 in APPV1,STHI001/PG12 MPE Lab/2,3,STHI001/PG12 MPE Lab/2,3","lab.PPV.Cell","bint180x","2-high","rejected","filed_by_mistake","PG12 MPE Lab","MPE Labs","JSL","prabhudu","bint180x","=TEXT(""2021-06-04 17:33:21.487"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 17:53:20.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 17:39:51.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013544495"",""16013544495"")","[REMOTE SUPPORT][JSL]STHI001/PG12 MPE Lab/6,[WW23.5][JSL+] To release Cell 3 ,4 & 5 for manual debug,STHI001/PG12 MPE Lab/2,STHI001/PG12 MPE Lab/2,3","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","JSL","prabhudu","nkasimx","=TEXT(""2021-06-04 17:29:13.300"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-21 08:33:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 17:30:52.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543887"",""16013543887"")","[WW23.5][REMOTE SUPPORT][ADL] To release Cell 3,4 and 5 for manual debug, APPV03/PG12 MPE Lab/1,2","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","ADL","anishnax","nkasimx","=TEXT(""2021-06-04 16:25:43.463"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-21 08:31:09.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 16:49:54.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509284450"",""1509284450"")","[WW23.5D][SYSTEM DEBUG][APPV0005B][DG2-512] Check AC Pan' Ionizer cable position,APPV05/PG12 MPE Lab/2,8,APPV05/PG12 MPE Lab/2,8","lab.PPV.Cell","bint180x","3-medium","complete","released","PG12 MPE Lab","MPE Labs","DG2",,"awatifbx","=TEXT(""2021-06-04 15:40:32.557"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-05 02:20:03.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:33:16.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 19:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543340"",""16013543340"")","[WW23.5][REMOTE SUPPORT][JSL+] To release Cell 6 for manual debug, STHI001/PG12 MPE Lab/6","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","amansing","nkasimx","=TEXT(""2021-06-04 14:56:02.817"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-21 08:11:37.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 16:00:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543323"",""16013543323"")","[WW23.5][REMOTE SUPPORT][JSL+] To place unit from MIR# 1146002,STHI001/PG12 MPE Lab/9","lab.PPV.Remote Support","bint180x","2-high","complete",,"PG12 MPE Lab","MPE.MST.PPV","JSL","amansing","bint180x","=TEXT(""2021-06-04 14:54:18.997"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-17 17:19:01.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-17 17:14:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543257"",""16013543257"")","[WW23.5][JSL+][REMOTE SUPPORT][APPV1/1B]Receive MIR from IC.","lab.PPV.MIR","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","JSL","prabhudu","mbi967x","=TEXT(""2021-06-04 14:46:15.323"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:57:45.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:49:19.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543221"",""16013543221"")","[WW23.5][REMOTE SUPPORT][GLK][APPV#13B]  -> Need OPS support to place the  units from MIR# 1094083 in APPV13B,STHI010/PG12 MPE Lab/5,6","lab.PPV.Remote Support","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","GLK","bisweswx","bint180x","=TEXT(""2021-06-04 14:39:13.550"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-10 17:23:15.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:47:08.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","3"
"=HYPERLINK(""https://hsdes.intel.com/resource/16013543064"",""16013543064"")","[REMOTE SUPPORT][WW23.5][GLK][APPV#13B] cell6: Connect SSD to DC3","lab.PPV.Cell","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","GLK","rgirijax","bint180x","=TEXT(""2021-06-04 14:17:04.220"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:20:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:09:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16013542800"",""16013542800"")","[REMOTE SUPPORT][WW23.5][ADL][APPV#03]  -> Need support MIR#1145535  to place in cells to perform RV,APPV03/PG12 MPE Lab/1,2","lab.PPV.Remote Support","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","GLK","anishnax","anishnax","=TEXT(""2021-06-04 13:37:56.453"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-10 12:34:48.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:07:50.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/1509282827"",""1509282827"")","[WW23.5][REMOTE SUPPORT][SNR] To return unit to IC Room","lab.PPV.MIR","bint180x","2-high","complete",,"PG12 MPE Lab","MPE.MST.CMV","SNR",,"mbi967x","=TEXT(""2021-06-04 13:32:56.210"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:31:22.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 15:01:28.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-06 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1509282784"",""1509282784"")","[WW23.4][REMOTE SUPPORT][JSL+] To collect MIR# 1146002,STHI001/PG12 MPE Lab/9","lab.PPV.MIR","sbin129x","2-high","complete",,"PG12 MPE Lab","MPE.MST.PPV","JSL","amansing","mbi967x","=TEXT(""2021-06-04 13:28:16.637"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 13:44:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 13:28:29.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-06-04 19:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
