"id","title","component","owner","priority","status","reason","lab","org_unit","program","customer_contact","updated_by","submitted_date","closed_date","acknowledged_date","eta","eta_request","category","cell_id"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015330290"",""16015330290"")","[50.3D][TGL] RELEASE CELL FOR WO EXECUTION,APPV10/PG12 MPE Lab/11,12,6,8,1,2,3,4,5,7,9,10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,APPV10/PG12 MPE Lab/1,11,APPV10/PG12 MPE Lab/1,4,6,9,11,12","lab.PPV.Remote Support",,"4-low","open","new","PG12 MPE Lab","MPE Labs","TGL-U/Y","fathiyax","imohdn1x","=TEXT(""2021-12-08 07:52:25.517"", ""yyyy-mm-dd h:mm:ss"")",,,,,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015329693"",""16015329693"")","[WW50.2][REMOTE SUPPORT][GLK][APPV0001C] Need OPS support to collect and place the units from MIR # 1481050 in APPV0001C/PG12/MPE","lab.PPV.Remote Support","binm186x","2-high","open","wip","PG12 MPE Lab","MPE Labs","GLK","rgirijax","binm186x","=TEXT(""2021-12-08 00:35:44.590"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-08 01:09:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-22 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015329688"",""16015329688"")","[WW50.2][REMOTE SUPPORT][GLK][APPV0001C] Need OPS support to collect and place the units from MIR # 1481045 in APPV0001C/PG12/MPE","lab.PPV.Remote Support","binm186x","2-high","open","wip","PG12 MPE Lab","MPE Labs","GLK","rgirijax","binm186x","=TEXT(""2021-12-08 00:34:40.520"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-08 01:10:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-22 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015328333"",""16015328333"")","[WW48.2[REMOTE SUPPORT] [JSL+]Please collect the MIR#   1481186  from IC team  & place the units.,APPV01/PG12 MPE Lab/7,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","binm186x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","binm186x","=TEXT(""2021-12-07 20:40:52.430"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 20:58:37.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015327892"",""16015327892"")","[WW48.3][REMOTE SUPPORT] [JSL+]  Please place 2 cleaning coupons in Cell 3 and Cell 12 in APPV1b,APPV01/PG12 MPE Lab/3,APPV01/PG12 MPE Lab/3,12","lab.PPV.Remote Support","mbin324x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","mbin324x","=TEXT(""2021-12-07 20:04:32.403"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 20:09:16.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 20:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015324124"",""16015324124"")","[WW50.2] [REMOTE SUPPORT] [APPV09] Help to Continue Run Looping,APPV09/PG12 MPE Lab/1,2,3","lab.PPV.Remote Support","izzatf1x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"binm186x","=TEXT(""2021-12-07 16:44:46.843"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-08 01:52:39.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-07 16:57:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 16:57:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015322796"",""16015322796"")","[WW48.1[REMOTE SUPPORT] [JSL+]Please collect the MIR#  1480570  from IC team  & place the units,,APPV01/PG12 MPE Lab/4,10,11,APPV01/PG12 MPE Lab/4,10,11","lab.PPV.Remote Support",,"2-high","rejected","cannot_reproduce","PG12 MPE Lab","MPE Labs","JSL","shaikax","nkasimx","=TEXT(""2021-12-07 15:34:54.457"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-07 15:39:36.000"", ""yyyy-mm-dd h:mm:ss"")",,,,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015322626"",""16015322626"")","[WW48.1[REMOTE SUPPORT] [JSL+]Please collect the MIR#  1480570  from IC team  & place the units,,APPV01/PG12 MPE Lab/4,10,APPV01/PG12 MPE Lab/4,10,11","lab.PPV.Remote Support","nkasimx","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","binm186x","=TEXT(""2021-12-07 15:24:41.283"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 15:35:30.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 15:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015322524"",""16015322524"")","[WW50.2][REMOTE SUPPORT][GLK][APPV0001C] Need OPS support to collect and place the units from MIR # 1480411 in APPV0001C/PG12/MPE","lab.PPV.Remote Support","nkasimx","2-high","open","wip","PG12 MPE Lab","MPE Labs","GLK","rgirijax","izzatf1x","=TEXT(""2021-12-07 15:16:34.980"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 15:28:37.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 15:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015322032"",""16015322032"")","[REMOTE SUPPORT][WW50.2][ADL][APPV#03]  -> Need support to collect and place units in APPV03 and 03B from MIR#1480525 /PG12 MPE Lab/1,2","lab.PPV.Remote Support","nkasimx","2-high","open","wip","PG12 MPE Lab","MPE Labs","ADL S601","anishnax","mbin324x","=TEXT(""2021-12-07 14:59:53.153"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 15:28:58.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 15:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015321063"",""16015321063"")","[WW48.2[REMOTE SUPPORT] [JSL+]Please collect the MIR#  1480379  from IC team  & place the units,,APPV01/PG12 MPE Lab/7,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","shaikax","=TEXT(""2021-12-07 13:41:29.797"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 14:10:23.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 14:10:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010372263"",""15010372263"")","[Conversion][DG2-512] SSD image release (AJ Version),APPV05/PG12 MPE Lab/7,8,9,10,11,12","lab.PPV.Conversion","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","DG2 512",,"xong","=TEXT(""2021-12-07 13:27:51.800"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 14:49:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-09 14:50:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010372057"",""15010372057"")","[WW50.2][REMOTE SUPPORT][GLK][APPV0001C] Need OPS support to collect and place the units from MIR # 1480344 in APPV0001C/PG12","lab.PPV.Remote Support","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","GLK","rgirijax","izzatf1x","=TEXT(""2021-12-07 13:17:36.927"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 13:42:57.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-21 13:43:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/15010369346"",""15010369346"")","[Conversion][APPv5b][DG2-512] Conversion on Cell 1 and 2,APPV05/PG12 MPE Lab/1,2","lab.PPV.Conversion","kalbas1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","DG2 512",,"binm186x","=TEXT(""2021-12-07 07:12:49.813"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 07:57:05.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-11 07:12:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015318137"",""16015318137"")","[WW48.2[SYSTEM DEBUG][JSL+]USB Port failures seen in Cell 12 Requesting to Ops team to debug on it,APPV01/PG12 MPE Lab/12","lab.PPV.System Debug","binm186x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","mbin324x","=TEXT(""2021-12-07 00:12:45.430"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-07 00:17:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-09 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015315997"",""16015315997"")","[WW48.2[REMOTE SUPPORT] [JSL+]Please collect the MIR#   1478932   from IC team  & place the units,,APPV01/PG12 MPE Lab/7,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","mbin324x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","binm186x","=TEXT(""2021-12-06 18:58:36.727"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-06 19:51:40.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-20 20:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010368389"",""15010368389"")","[WW50.1] [REMOTE SUPPORT] [APPV09] Help to Checkout Unit from Smart Cabinet Run looping ,APPV09/PG12 MPE Lab/1,2,3,4","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"binm186x","=TEXT(""2021-12-06 17:13:40.973"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-07 01:57:06.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 17:20:17.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-20 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015313712"",""16015313712"")",": [WW48.2[REMOTE SUPPORT] [JSL+]Please collect the MIR# 1478453  from IC team  & place the units,,APPV01/PG12 MPE Lab/9,APPV01/PG12 MPE Lab/9,4","lab.PPV.Remote Support","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","izzatf1x","=TEXT(""2021-12-06 15:29:55.160"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-06 15:36:32.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-20 15:36:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015313211"",""16015313211"")",": [WW48.1[REMOTE SUPPORT] [JSL+]Please collect the MIR#  1478365  from IC team  & place the units,,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","mbabdazx","=TEXT(""2021-12-06 14:38:36.990"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-06 15:28:59.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-20 15:28:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015312240"",""16015312240"")","[SYSTEM DEBUG][WW50.1][ADL][APPV#03]  -> Sporadically EFI boot fail in cell12 during TP run @ APPV03/PG12 MPE Lab/APPV03/PG12 MPE Lab/7","lab.PPV.System Debug","izzatf1x","2-high","complete","released","PG12 MPE Lab","MPE Labs","ADL S601","anishnax","abinmazx","=TEXT(""2021-12-06 12:49:46.923"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-08 05:08:44.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 12:59:42.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-10 13:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015311547"",""16015311547"")","[WW48.1[REMOTE SUPPORT] [JSL+]Please collect the MIR#  1478070 from IC team  & place the units,APPV01/PG12 MPE Lab/4,7,9,10,12,APPV01/PG12 MPE Lab/4,9,10,11","lab.PPV.Remote Support","izzatf1x","2-high","open","wip","PG12 MPE Lab","MPE Labs","JSL","shaikax","binm186x","=TEXT(""2021-12-06 11:20:35.827"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-06 11:28:24.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-20 11:28:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015309818"",""16015309818"")","[REMOTE SUPPORT][WW49.6][ADL][APPV#03]  -> Need support to collect and place units in APPV03 and 03B from MIR#1475806 /PG12 MPE Lab/1,2","lab.PPV.Remote Support","bint180x","2-high","open","wip","PG12 MPE Lab","MPE Labs","ADL S601","anishnax","mbin324x","=TEXT(""2021-12-04 18:12:38.300"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-04 18:38:41.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/15010360088"",""15010360088"")","[REMOTE SUPPORT][WW49.6][ADL][APPV#03] Need support to validate production cells for WW50 sample run readiness,APPV03/PG12 MPE Lab/8","lab.PPV.Remote Support","nbinkh1x","2-high","complete",,"PG12 MPE Lab","MPE Labs","ADL S601","sbint10x","nbinkh1x","=TEXT(""2021-12-04 14:56:19.590"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 18:44:44.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 15:32:44.000"", ""yyyy-mm-dd h:mm:ss"")",,,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015308655"",""16015308655"")","[REMOTE SUPPORT][WW49.6][ADL][APPV#03]  -> Need support to collect and place units in APPV03 and 03B from MIR#1475430 /PG12 MPE Lab/1,2","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","ADL S601","anishnax","kalbas1x","=TEXT(""2021-12-04 12:14:09.730"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-07 13:19:33.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 12:20:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359663"",""15010359663"")","[WW49.6D][SYSTEM DEBUG][APPV09]-Cell 9 down due bin 87860003            BOOTSCRIPT_FAILED_EFI_DRG,APPV09/PG12 MPE Lab/9","lab.PPV.System Debug","nkasimx","2-high","open","awaiting_3rd_party","PG12 MPE Lab","MPE Labs","SNR",,"izzatf1x","=TEXT(""2021-12-04 08:40:40.650"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-04 08:41:09.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 08:45:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359587"",""15010359587"")","[WW49.5][PLATFORM DOWN][APPV15]-CELL 12 88050170  EFISTAGE_WAIT_FOR_STAGE_EFI_DRAGON,APPV15/PG12 MPE Lab/12","lab.PPV.Platform Down","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ICX D HCC",,"kalbas1x","=TEXT(""2021-12-04 05:29:28.707"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-05 03:06:27.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:29:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 05:29:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359584"",""15010359584"")","[WW49.5][PLATFORM DOWN][APPV15]-CELL 11 79060028 PYTHON_FAILED_DC3_REVISION_CHECK,APPV15/PG12 MPE Lab/11","lab.PPV.Platform Down","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ICX D HCC",,"mbabdazx","=TEXT(""2021-12-04 05:27:11.537"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 13:53:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:27:36.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 05:27:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359581"",""15010359581"")","[WW49.5][PLATFORM DOWN][APPV15]-CELL 10 (70505272    DRAGON_R_UNDEFINED_DR2C_DRAM_PPVISAON_1DITTOC_Z_D8000007_CLMR12),APPV15/PG12 MPE Lab/10","lab.PPV.Platform Down","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ICX D HCC",,"kalbas1x","=TEXT(""2021-12-04 05:23:40.447"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-05 03:04:28.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:24:34.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 05:24:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359557"",""15010359557"")","[WW49.5N][PLATFORM DOWN][APPV15][ICX-HCC]-Cell 9  fail70504191   DRAGON_R_UNDEFINED_DR2C_DRAM_PPVISAON_FRM_SQRTDZ_D8000029_PPVC11","lab.PPV.Platform Down","awatifbx","2-high","complete",,"PG12 MPE Lab","MPE Labs","ICX D HCC",,"bint180x","=TEXT(""2021-12-04 05:11:12.273"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 18:06:07.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:16:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 07:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359554"",""15010359554"")","[WW49.5N][PLATFORM DOWN][APPV15][ICX-HCC]-Cell 8 down 79060552 (PYTHON_FAILED_CHECKMGPHYPCIEEVMARGIN_93)","lab.PPV.Platform Down","awatifbx","2-high","open","wip","PG12 MPE Lab","MPE Labs","ICX D HCC",,"mbin324x","=TEXT(""2021-12-04 05:09:31.393"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-12-04 05:13:29.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 07:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010359551"",""15010359551"")","[WW49.5N][PLATFORM DOWN][APPV15][ICX-HCC]-Cell 7 fail 88050170 (EFISTAGE_WAIT_FOR_STAGE_EFI_DRAGON)","lab.PPV.Platform Down","awatifbx","2-high","complete","released","PG12 MPE Lab","MPE Labs","ICX D HCC",,"izzatf1x","=TEXT(""2021-12-04 05:08:04.650"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-07 10:15:58.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:12:20.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 08:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015307618"",""16015307618"")","[REMOTE SUPPORT][WW49.5][ADL][APPV#03]  -> Request to Flash DC3 image(ADLS_601_DC3_BP) @ APPV03/PG12 MPE Lab/1,2","lab.PPV.Remote Support","bint180x","2-high","rejected","filed_by_mistake","PG12 MPE Lab","MPE Labs","ADL S601","anishnax","sbint10x","=TEXT(""2021-12-03 22:49:09.137"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 08:10:01.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 07:54:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-18 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16015307260"",""16015307260"")","[REMOTE SUPPORT][WW49.5][ADL][APPV#03]  -> Need support to return MIR to IC /PG12 MPE Lab/1,2","lab.PPV.Remote Support","awatifbx","2-high","complete",,"PG12 MPE Lab","MPE Labs","ADP-S","anishnax","awatifbx","=TEXT(""2021-12-03 21:48:30.920"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 23:29:31.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 22:44:05.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-16 07:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/15010358402"",""15010358402"")","[WW49.5] [REMOTE SUPPORT] [APPV09] Help to Continue Run Looping,APPV09/PG12 MPE Lab/1,2,3,4,5,6","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"mbin289x","=TEXT(""2021-12-03 17:06:44.157"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-05 05:23:58.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 18:46:05.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-17 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010356981"",""15010356981"")","[WW49.5] [REMOTE SUPPORT] [APPV09] Help to Change units and Clean Sockets using CRES for Cell 1, 5 and 6,APPV09/PG12 MPE Lab/1,5,6","lab.PPV.Remote Support","mbabdazx","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"mbin289x","=TEXT(""2021-12-03 14:08:40.867"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 22:49:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 14:48:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-06 14:08:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010354952"",""15010354952"")","[RemoteSupport][APPV5] BDX - DE,APPV05/PG12 MPE Lab/4,5","lab.PPV.Remote Support","bint180x","2-high","complete",,"PG12 MPE Lab","MPE Labs","BDX-DE",,"xong","=TEXT(""2021-12-03 08:58:50.747"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 19:29:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 09:11:47.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-17 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010354739"",""15010354739"")","[REMOTE SUPPORT][WW49.5][ADL][APPV#03] Need support to validate production cells for WW50 sample run readiness","lab.PPV.Remote Support","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","ADL S601","sbint10x","kalbas1x","=TEXT(""2021-12-03 07:53:17.627"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 05:37:00.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 13:52:45.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-17 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/15010354392"",""15010354392"")","[WW49.4][CONVERSION][ICX D HCC - APPV#15] Cell 7-12 soft conversion new DC3 image (ICDHCC2148BDC3),APPV15/PG12 MPE Lab/7,8,9,10,11,12","lab.PPV.Conversion","awatifbx","2-high","complete",,"PG12 MPE Lab","MPE Labs","ICX D HCC","eddyfaza","awatifbx","=TEXT(""2021-12-02 23:08:07.900"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 04:17:03.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-02 23:18:25.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-04 07:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015299092"",""16015299092"")","[WW48.5][REMOTE SUPPORT] [JSL+]Please collect the MIR#  1472596 from IC team & place the units..,APPV01/PG12 MPE Lab/7,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","kalbas1x","2-high","complete",,"PG12 MPE Lab","MPE Labs","JSL","shaikax","awatifbx","=TEXT(""2021-12-02 21:18:17.380"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 23:30:18.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-02 21:43:42.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-16 21:28:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16015298287"",""16015298287"")","[WW48.5][REMOTE SUPPORT] [JSL+]Please collect the MIR# 1472448 from IC team & place the units.,,APPV01/PG12 MPE Lab/7,APPV01/PG12 MPE Lab/7,8","lab.PPV.Remote Support","mbin289x","2-high","complete",,"PG12 MPE Lab","MPE Labs","JSL","shaikax","awatifbx","=TEXT(""2021-12-02 19:41:12.693"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-03 23:32:06.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-02 20:11:14.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-12-16 20:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
